Customer_Name,Age,Annual_Income,Credit_Score,Employment_Status,Debt_to_Income_Ratio,Loan_Amount,Loan_Term_Months,Past_Loans,Defaults,Marital_Status,Education_Level,Risk_Flag
Sneha Jadhav,38,380567,546,Government,0.35,137727,24,1,2,Single,Postgraduate,1
Karan Thakur,36,485229,543,Self-employed,0.51,217893,48,5,3,Single,Postgraduate,1
Aditya Iyer,32,239249,734,Government,0.39,89253,36,4,0,Single,Postgraduate,0
Sunil Pawar,31,463517,799,Business,0.27,175648,36,1,0,Married,Postgraduate,0
Isha Bhosale,41,659708,628,Business,0.48,126697,36,2,2,Married,Postgraduate,1
Ankit Sharma,37,332776,718,Salaried,0.42,79729,60,6,1,Single,Postgraduate,0
Nisha Deshmukh,36,800248,746,Business,0.5,358678,24,6,0,Married,Postgraduate,1
Sanjay Kulkarni,26,336028,820,Government,0.25,99652,72,2,0,Single,Postgraduate,0
Vivek Dubey,24,261448,682,Government,0.45,88034,48,3,0,Single,Graduate,0
Varun Patel,31,1258070,698,Business,0.31,452030,12,4,0,Married,Undergraduate,0
Asha Reddy,27,879740,701,Salaried,0.13,328132,60,4,1,Single,Postgraduate,0
Rajesh Bhosale,44,616984,615,Salaried,0.11,96207,60,5,3,Single,Undergraduate,1
Swati Pandey,47,997318,690,Salaried,0.44,476538,24,0,0,Married,Postgraduate,0
Pooja Bhosale,53,200000,727,Business,0.3,87179,72,1,0,Married,Graduate,0
Isha Bhosale,25,411503,807,Self-employed,0.55,115476,24,3,0,Married,Postgraduate,1
Vivek Kulkarni,21,278946,673,Salaried,0.21,48916,48,3,1,Married,Graduate,0
Harsh Sawant,44,304036,648,Government,0.45,88227,12,5,3,Single,Postgraduate,1
Deepak Malhotra,47,200000,614,Salaried,0.21,62120,24,2,1,Single,Graduate,1
Nisha Malhotra,33,574759,691,Salaried,0.35,132030,60,2,0,Single,Graduate,0
Rohit Kulkarni,31,539765,788,Self-employed,0.38,175464,36,2,0,Single,Undergraduate,0
Harsh Gupta,27,456063,734,Business,0.37,142485,48,2,0,Married,Graduate,0
Komal Nair,26,368997,767,Salaried,0.2,41513,60,5,0,Single,Graduate,0
Varun Jadhav,28,376242,687,Salaried,0.42,140455,60,0,1,Single,Postgraduate,0
Aditya Chatterjee,31,677312,672,Business,0.41,183641,60,6,1,Single,Postgraduate,0
Vivek Mishra,30,1274375,584,Self-employed,0.48,134626,48,6,2,Single,Postgraduate,1
Sakshi Tripathi,21,783432,730,Salaried,0.56,305475,24,7,0,Married,Graduate,1
Komal Singh,43,200000,808,Salaried,0.19,46110,60,6,0,Married,Postgraduate,0
Isha Saxena,36,522350,630,Unemployed,0.25,104119,24,2,2,Single,Graduate,1
Ankita Kadam,47,378884,689,Salaried,0.45,87385,24,4,0,Single,Undergraduate,0
Vikram Kadam,30,370140,612,Self-employed,0.41,166416,60,1,2,Married,Postgraduate,1
Rajesh Kapoor,39,864875,616,Self-employed,0.4,155034,48,0,2,Single,Graduate,1
Vikram Deshmukh,36,613964,850,Self-employed,0.18,91948,36,2,0,Married,Undergraduate,0
Meena Kapoor,36,671296,841,Business,0.44,160520,24,7,0,Single,Postgraduate,0
Sneha Verma,40,452184,690,Salaried,0.58,184681,60,1,0,Married,Postgraduate,1
Suresh Patel,28,596730,695,Salaried,0.57,183190,24,2,0,Single,Postgraduate,1
Divya Kadam,34,506784,615,Government,0.43,79125,72,3,3,Married,Postgraduate,1
Sakshi Verma,32,250448,728,Salaried,0.55,99265,48,6,0,Married,Graduate,1
Priya More,50,683624,727,Business,0.18,141421,24,4,0,Married,Postgraduate,0
Sakshi Mishra,44,316160,797,Self-employed,0.32,85999,72,1,0,Single,Postgraduate,0
Manoj Chavan,55,200000,620,Salaried,0.55,49373,60,3,2,Married,Postgraduate,1
Nitin Yadav,41,323990,728,Business,0.28,74074,24,0,0,Single,Undergraduate,0
Ankita Bhosale,28,273447,734,Self-employed,0.47,61132,12,1,0,Single,Graduate,1
Ajay Pawar,39,473969,772,Salaried,0.59,206078,24,7,0,Single,Graduate,1
Shruti Mehta,42,514651,618,Salaried,0.27,226505,72,1,3,Single,Undergraduate,1
Harsh Shinde,21,453592,553,Salaried,0.38,200615,48,3,1,Single,Graduate,1
Harsh Kulkarni,55,400511,636,Business,0.29,65202,48,4,1,Married,Postgraduate,1
Radhika Pandey,46,480965,724,Salaried,0.59,134982,24,1,0,Single,Postgraduate,1
Aditya Sawant,30,529625,800,Salaried,0.24,245737,24,2,0,Single,Postgraduate,0
Sneha Pawar,22,244193,598,Unemployed,0.13,81979,24,4,1,Single,Postgraduate,1
Divya Deshmukh,26,286419,703,Self-employed,0.59,61971,12,0,1,Single,Graduate,1
Swati Nair,45,724830,773,Salaried,0.52,288680,72,1,0,Married,Postgraduate,1
Suresh Chatterjee,31,359604,666,Business,0.22,73361,60,0,0,Married,Graduate,0
Sunil Menon,31,606614,636,Salaried,0.47,226933,48,6,1,Married,Undergraduate,1
Vivek Chatterjee,49,592011,648,Salaried,0.39,118628,72,0,3,Married,Undergraduate,1
Sanjay Patel,21,200000,736,Salaried,0.28,49244,12,7,0,Married,Postgraduate,0
Isha Iyer,34,620473,669,Unemployed,0.33,136027,36,5,1,Married,Graduate,1
Riya Kapoor,21,200000,708,Salaried,0.6,49469,36,2,1,Married,Graduate,1
Ankit More,31,255275,718,Salaried,0.33,70009,36,2,0,Single,Postgraduate,0
Vivek Pandey,45,639215,636,Salaried,0.26,214336,72,1,3,Single,Graduate,1
Sakshi Gupta,50,268818,697,Salaried,0.22,123693,12,1,1,Single,Postgraduate,0
Swati Kadam,31,568909,791,Self-employed,0.31,153899,12,2,0,Married,Graduate,0
Riya Patil,50,493014,652,Salaried,0.29,193736,60,1,1,Single,Postgraduate,0
Neha Kulkarni,29,405397,730,Self-employed,0.33,187665,72,1,0,Single,Graduate,0
Varun Bhosale,26,200000,720,Salaried,0.15,20987,12,7,1,Married,Postgraduate,0
Arjun Choudhary,36,432056,618,Salaried,0.34,87934,24,3,1,Married,Undergraduate,1
Sneha Sawant,40,528083,751,Self-employed,0.56,259555,60,4,0,Married,Postgraduate,1
Vivek Chavan,30,270569,720,Salaried,0.18,112283,60,5,1,Married,Postgraduate,0
Neha Kapoor,35,752186,745,Government,0.56,218428,24,6,0,Single,Postgraduate,1
Nisha Gupta,30,505416,712,Self-employed,0.11,172900,48,0,1,Single,Graduate,0
Riya Kapoor,36,482848,782,Business,0.22,93938,36,3,0,Married,Postgraduate,0
Vivek Mane,29,416766,565,Business,0.19,201080,12,4,1,Married,Graduate,1
Pooja Pandey,21,811537,758,Salaried,0.17,320614,72,2,0,Married,Undergraduate,0
Asha Sharma,25,275994,729,Salaried,0.51,106490,12,7,0,Single,Undergraduate,1
Rahul Chavan,26,337004,741,Government,0.59,153066,48,2,0,Single,Graduate,1
Rahul Chatterjee,36,200000,554,Self-employed,0.36,74593,12,6,2,Single,Undergraduate,1
Sakshi Kadam,40,241338,585,Salaried,0.46,104259,12,5,1,Married,Graduate,1
Sakshi Gupta,28,521293,729,Salaried,0.57,243291,72,5,0,Married,Postgraduate,1
Riya Bhosale,45,696175,642,Business,0.45,267801,72,1,1,Married,Postgraduate,1
Anjali Saxena,21,621635,770,Self-employed,0.42,281789,60,0,0,Married,Graduate,0
Anjali Jadhav,42,613906,627,Business,0.3,141223,12,3,2,Married,Graduate,1
Suresh Patil,33,827213,580,Salaried,0.13,185992,12,3,2,Single,Graduate,1
Karan Jadhav,37,411107,712,Unemployed,0.5,157610,12,6,0,Married,Postgraduate,1
Ajay Malhotra,44,405387,786,Self-employed,0.35,199238,48,0,0,Single,Graduate,0
Priya Jadhav,30,464604,796,Government,0.28,111996,60,1,0,Single,Undergraduate,0
Riya Gupta,24,684777,542,Business,0.3,132029,36,2,3,Married,Graduate,1
Varun Pawar,29,610079,651,Government,0.56,303106,48,7,1,Single,Undergraduate,1
Sanjay Kadam,44,200000,719,Business,0.55,43242,12,3,0,Single,Undergraduate,1
Manoj Nair,40,476852,551,Salaried,0.28,181317,60,5,3,Single,Undergraduate,1
Harsh Kapoor,29,324352,679,Business,0.4,96876,60,3,0,Single,Postgraduate,0
Preeti Sawant,42,272054,656,Business,0.59,39067,36,5,1,Single,Postgraduate,1
Preeti Menon,41,720844,587,Salaried,0.14,242006,48,7,1,Single,Graduate,1
Ajay Mehta,29,635425,712,Self-employed,0.38,150858,36,0,1,Single,Postgraduate,0
Riya Sharma,33,562350,686,Government,0.6,179459,36,2,0,Single,Graduate,1
Preeti Nair,21,641357,773,Salaried,0.57,313529,12,5,0,Married,Postgraduate,1
Sunil Gupta,30,410947,850,Business,0.49,177782,60,3,0,Single,Graduate,1
Rajesh Pawar,23,1179692,706,Salaried,0.55,289303,72,3,0,Single,Undergraduate,1
Sneha Dubey,45,615824,734,Salaried,0.32,104435,48,7,0,Married,Postgraduate,0
Riya Gupta,42,1046234,672,Unemployed,0.29,199756,72,7,0,Married,Postgraduate,1
Ankita Deshmukh,35,389855,588,Government,0.56,185987,72,2,1,Single,Postgraduate,1
Varun Kapoor,34,449461,716,Business,0.32,144910,48,1,0,Married,Graduate,0
Sakshi Choudhary,39,347534,681,Self-employed,0.39,112451,72,5,1,Married,Undergraduate,0
Sunil Chavan,39,819859,505,Unemployed,0.24,344363,36,3,3,Married,Postgraduate,1
Varun Sawant,29,280339,701,Business,0.43,140142,12,2,1,Married,Graduate,0
Radhika Choudhary,52,247361,571,Salaried,0.1,56416,36,4,3,Single,Undergraduate,1
Vikram Menon,44,270687,772,Government,0.24,114226,72,0,0,Single,Postgraduate,0
Vivek Deshmukh,33,411115,631,Salaried,0.37,163570,36,5,3,Married,Postgraduate,1
Sneha Chatterjee,36,502420,733,Salaried,0.48,158527,60,6,0,Single,Undergraduate,1
Harsh Jadhav,41,371755,638,Self-employed,0.29,85616,60,1,1,Married,Graduate,1
Suresh Mishra,31,626037,718,Salaried,0.42,310640,24,6,1,Married,Postgraduate,0
Sakshi Mishra,21,249358,763,Self-employed,0.24,58705,60,6,0,Married,Graduate,0
Swati Saxena,22,298080,576,Government,0.28,63175,48,3,3,Married,Postgraduate,1
Asha Joshi,43,825722,538,Government,0.18,164598,24,0,2,Married,Graduate,1
Rahul Chavan,43,410895,667,Salaried,0.34,165474,72,7,1,Married,Graduate,0
Pooja Mane,34,488155,664,Salaried,0.11,167295,60,5,1,Married,Postgraduate,0
Radhika Patel,33,453295,744,Self-employed,0.43,64510,72,2,0,Married,Undergraduate,0
Meena Gupta,44,237654,665,Government,0.31,89836,60,7,1,Married,Undergraduate,0
Sakshi Menon,35,380130,648,Government,0.48,51949,36,2,3,Married,Graduate,1
Deepak Shinde,30,248899,850,Unemployed,0.25,73161,24,6,0,Married,Graduate,1
Preeti Mane,32,307865,683,Government,0.54,59043,24,0,1,Married,Graduate,1
Rahul Malhotra,45,668522,667,Salaried,0.45,70505,24,4,1,Single,Postgraduate,0
Vikram Sharma,24,732417,632,Salaried,0.36,239803,36,2,2,Single,Undergraduate,1
Amit Shinde,40,312966,579,Salaried,0.1,76015,36,7,2,Married,Graduate,1
Ankita Sharma,34,392887,675,Salaried,0.56,103082,24,7,0,Married,Postgraduate,1
Priya Bhosale,39,507433,581,Salaried,0.45,242187,48,0,1,Married,Graduate,1
Priya Pawar,37,313506,608,Salaried,0.56,67506,36,4,3,Single,Postgraduate,1
Pooja Nair,32,498800,655,Business,0.42,182807,60,5,0,Married,Graduate,0
Nitin Choudhary,33,233486,683,Salaried,0.14,36998,24,0,1,Married,Undergraduate,0
Harsh Malhotra,23,986018,573,Business,0.16,199323,60,2,2,Single,Graduate,1
Rahul Chavan,43,360618,609,Salaried,0.46,90680,12,7,2,Single,Undergraduate,1
Tanvi Mehta,41,795736,599,Business,0.22,218401,12,7,2,Single,Undergraduate,1
Varun Yadav,38,221961,725,Salaried,0.23,33676,36,6,0,Married,Undergraduate,0
Meena Patel,28,610078,576,Salaried,0.34,225850,12,3,2,Married,Postgraduate,1
Rahul Sharma,37,379903,696,Business,0.53,165328,24,4,1,Married,Graduate,1
Deepak Chatterjee,46,476735,708,Salaried,0.36,136205,12,1,1,Single,Postgraduate,0
Meena Patel,26,217400,756,Salaried,0.5,108609,60,1,0,Single,Postgraduate,1
Isha Patel,48,424046,749,Salaried,0.46,190564,12,3,0,Married,Postgraduate,1
Sunil Nair,35,466551,455,Self-employed,0.41,175173,36,4,2,Married,Postgraduate,1
Divya Malhotra,29,400245,677,Government,0.26,176000,12,3,1,Married,Undergraduate,0
Sakshi Chatterjee,42,1305298,583,Salaried,0.53,490466,72,7,3,Single,Postgraduate,1
Sanjay Sharma,48,219175,726,Salaried,0.52,49629,24,7,0,Married,Graduate,1
Amit Kadam,33,247001,628,Salaried,0.29,70103,72,3,2,Married,Postgraduate,1
Sanjay Kadam,42,418811,562,Salaried,0.1,144293,72,7,2,Single,Undergraduate,1
Asha Joshi,45,757031,672,Self-employed,0.32,117957,12,1,0,Single,Undergraduate,0
Divya Saxena,24,755407,625,Unemployed,0.3,131073,36,3,1,Married,Graduate,1
Suresh Saxena,21,590669,785,Salaried,0.35,194478,60,3,0,Single,Postgraduate,0
Sunil Reddy,29,594201,739,Business,0.33,133520,36,2,0,Single,Undergraduate,0
Neha Joshi,40,430129,728,Salaried,0.57,70050,24,7,0,Single,Postgraduate,1
Arjun Thakur,34,683390,785,Salaried,0.38,76608,12,2,0,Single,Graduate,0
Karan Kadam,35,1161554,794,Salaried,0.48,368239,24,4,0,Married,Undergraduate,1
Neha Sharma,29,780819,606,Self-employed,0.3,215926,48,5,2,Single,Postgraduate,1
Tanvi Sharma,37,499006,785,Government,0.4,207203,36,7,0,Single,Postgraduate,0
Vikram Mehta,46,485334,616,Salaried,0.13,184382,60,5,3,Married,Undergraduate,1
Sunil Chavan,29,679763,803,Salaried,0.1,166463,48,4,0,Married,Undergraduate,0
Sneha Kapoor,27,200000,799,Unemployed,0.2,80625,72,5,0,Single,Graduate,1
Deepak Kulkarni,43,422534,778,Salaried,0.6,67766,60,6,0,Single,Graduate,1
Karan More,48,200000,823,Unemployed,0.41,66671,48,6,0,Single,Graduate,1
Divya Thakur,37,430426,666,Salaried,0.24,82968,60,2,1,Single,Undergraduate,0
Deepak Verma,46,676683,715,Government,0.26,131673,12,3,1,Single,Graduate,0
Ankit Dubey,22,600342,668,Business,0.2,299182,12,3,0,Single,Graduate,0
Asha Dubey,50,533534,612,Salaried,0.57,253444,12,2,3,Married,Postgraduate,1
Rahul More,47,605273,646,Business,0.25,282667,60,0,1,Single,Graduate,1
Sakshi Reddy,49,409214,760,Salaried,0.5,104487,72,1,0,Married,Postgraduate,1
Priya Patel,22,795653,585,Self-employed,0.45,177080,12,5,3,Married,Undergraduate,1
Ajay Deshmukh,44,888623,583,Salaried,0.25,107987,24,3,3,Married,Postgraduate,1
Tanvi Menon,25,903164,577,Unemployed,0.35,116685,72,6,1,Single,Postgraduate,1
Manoj Pandey,40,621558,677,Salaried,0.31,157632,24,5,1,Married,Postgraduate,0
Tanvi Kapoor,50,416277,693,Self-employed,0.45,203924,60,0,0,Single,Undergraduate,0
Harsh Kadam,46,333213,765,Government,0.52,68756,36,7,0,Married,Postgraduate,1
Divya Saxena,21,322605,633,Salaried,0.21,77902,36,2,1,Single,Undergraduate,1
Vikram Bhosale,30,760704,581,Salaried,0.19,156100,60,6,1,Married,Undergraduate,1
Ankita Chatterjee,21,256129,850,Salaried,0.41,75174,24,3,0,Single,Graduate,0
Varun Iyer,21,304147,674,Salaried,0.33,30605,36,3,1,Married,Postgraduate,0
Pooja Verma,22,708051,645,Salaried,0.3,335467,48,6,3,Married,Graduate,1
Swati Iyer,42,200000,593,Salaried,0.13,39055,72,3,3,Married,Postgraduate,1
Sunil Gupta,21,396541,682,Business,0.6,93532,48,0,1,Married,Undergraduate,1
Nitin Dubey,35,605825,509,Government,0.34,208797,48,4,2,Married,Graduate,1
Preeti Singh,21,294445,787,Business,0.35,141044,36,1,0,Single,Graduate,0
Harsh Kulkarni,21,1089410,850,Government,0.12,156108,48,4,0,Single,Graduate,0
Ajay Chavan,25,314389,686,Salaried,0.25,155608,12,3,0,Married,Postgraduate,0
Rajesh Pandey,32,652810,782,Salaried,0.56,115845,60,6,0,Single,Postgraduate,1
Komal Shinde,21,678187,741,Business,0.34,72636,24,2,0,Married,Graduate,0
Nisha Yadav,44,343659,577,Salaried,0.33,114752,36,3,3,Married,Postgraduate,1
Tanvi Nair,33,269266,821,Salaried,0.58,66381,36,2,0,Married,Postgraduate,1
Vikram Pandey,26,385556,670,Business,0.45,76441,48,1,1,Single,Undergraduate,0
Ankit Patil,44,494247,680,Self-employed,0.36,50609,48,1,1,Married,Graduate,0
Swati Tripathi,39,377596,765,Business,0.51,52486,48,4,0,Single,Undergraduate,1
Ankit Chavan,25,576154,656,Salaried,0.12,73771,36,4,1,Single,Undergraduate,0
Preeti Yadav,40,317051,617,Salaried,0.23,145765,12,2,1,Single,Postgraduate,1
Swati Sawant,25,427914,680,Self-employed,0.26,124451,24,0,0,Married,Graduate,0
Mahesh Sawant,41,228476,670,Salaried,0.29,54970,36,6,1,Married,Postgraduate,0
Ajay Jadhav,21,200500,653,Salaried,0.22,36549,48,4,0,Married,Undergraduate,0
Sanjay Kapoor,32,200000,689,Salaried,0.15,56041,12,6,0,Single,Graduate,0
Neha Nair,39,546798,769,Self-employed,0.55,171300,72,6,0,Single,Postgraduate,1
Varun Kadam,41,944610,758,Business,0.56,221854,60,2,0,Married,Postgraduate,1
Riya Sharma,41,272562,801,Business,0.43,73692,12,0,0,Married,Graduate,0
Isha Pandey,40,328039,736,Government,0.35,149698,60,5,0,Single,Graduate,0
Sanjay Jadhav,39,1075492,697,Government,0.28,367711,48,7,1,Single,Graduate,0
Varun Kulkarni,25,608113,673,Unemployed,0.53,149582,60,2,0,Single,Postgraduate,1
Mahesh Dubey,27,518064,722,Business,0.36,131940,60,1,0,Married,Postgraduate,0
Sneha Pandey,37,269338,747,Salaried,0.38,73461,36,0,0,Married,Undergraduate,0
Nitin Kadam,41,754084,816,Government,0.12,309328,24,5,0,Married,Graduate,0
Ankita Deshmukh,41,937791,797,Salaried,0.27,134421,24,6,0,Single,Graduate,0
Nitin Deshmukh,47,357963,708,Salaried,0.17,155352,60,3,0,Single,Graduate,0
Asha Verma,41,456791,588,Salaried,0.32,184613,48,2,3,Single,Undergraduate,1
Anjali Sharma,36,429387,687,Unemployed,0.1,162210,36,1,1,Married,Graduate,1
Radhika Iyer,38,200000,548,Salaried,0.21,52329,24,5,2,Single,Postgraduate,1
Kavita Saxena,21,465844,695,Self-employed,0.29,118674,36,1,0,Single,Undergraduate,0
Vivek Menon,36,618720,726,Self-employed,0.4,276183,12,6,0,Married,Postgraduate,0
Ankita Verma,22,233950,769,Government,0.11,87769,72,1,0,Single,Postgraduate,0
Harsh Chatterjee,41,401326,754,Business,0.47,110979,60,5,0,Married,Graduate,1
Nisha Kulkarni,28,795568,635,Business,0.31,94867,48,1,2,Married,Postgraduate,1
Kavita Thakur,36,447215,514,Salaried,0.52,45221,24,7,1,Single,Graduate,1
Deepak Jadhav,25,779281,727,Government,0.25,210019,12,1,0,Married,Postgraduate,0
Meena Joshi,28,357524,708,Unemployed,0.57,121266,72,1,0,Married,Graduate,1
Priya Choudhary,30,566057,698,Salaried,0.47,264158,60,5,0,Single,Graduate,1
Priya Sawant,47,249364,572,Salaried,0.48,59099,72,5,2,Married,Postgraduate,1
Tanvi Joshi,34,288160,777,Salaried,0.34,137118,36,0,0,Single,Graduate,0
Radhika Verma,31,395401,523,Self-employed,0.19,78769,24,1,2,Married,Postgraduate,1
Amit Gupta,40,398648,587,Business,0.58,198072,48,3,2,Married,Undergraduate,1
Shruti Pandey,23,430573,645,Salaried,0.45,50170,36,4,2,Married,Undergraduate,1
Rahul Menon,33,250165,549,Government,0.14,66293,36,2,3,Married,Undergraduate,1
Arjun Sawant,28,588654,615,Government,0.46,224891,60,4,1,Married,Graduate,1
Komal Joshi,44,623983,568,Business,0.37,270507,36,0,3,Single,Undergraduate,1
Asha Thakur,21,406031,689,Self-employed,0.33,51669,36,7,1,Married,Undergraduate,0
Amit Yadav,32,427683,655,Salaried,0.55,86049,24,2,1,Single,Undergraduate,1
Pooja Reddy,26,1564402,608,Self-employed,0.22,625334,60,3,2,Married,Undergraduate,1
Kavita Kulkarni,49,202476,596,Government,0.12,42201,24,2,3,Single,Undergraduate,1
Preeti Patil,30,233312,776,Self-employed,0.35,88556,36,4,0,Married,Postgraduate,0
Rajesh Reddy,40,228023,831,Salaried,0.43,58818,24,0,0,Single,Graduate,0
Isha Malhotra,25,384073,668,Self-employed,0.6,56207,12,2,1,Married,Graduate,1
Sneha More,21,409807,703,Salaried,0.49,53797,24,1,1,Single,Undergraduate,1
Deepak Mehta,21,555750,760,Salaried,0.34,260364,48,1,0,Single,Graduate,0
Shruti Choudhary,45,347215,752,Self-employed,0.45,113610,36,3,0,Single,Postgraduate,0
Varun Chatterjee,28,262542,646,Government,0.16,46941,60,6,3,Single,Undergraduate,1
Preeti Tripathi,45,202561,579,Government,0.34,64957,36,3,2,Single,Graduate,1
Amit Nair,24,489798,678,Government,0.4,243260,24,6,0,Single,Graduate,0
Sunil Menon,37,208682,742,Self-employed,0.36,26369,12,7,0,Single,Undergraduate,0
Amit Bhosale,30,566040,810,Salaried,0.4,152500,48,2,0,Married,Graduate,0
Manoj Deshmukh,34,229515,687,Government,0.59,52459,72,7,0,Married,Undergraduate,1
Arjun Saxena,33,289345,702,Government,0.31,46860,72,5,1,Married,Postgraduate,0
Rohit Mishra,35,812993,557,Government,0.49,83901,12,6,1,Married,Undergraduate,1
Divya More,36,200000,703,Government,0.37,66510,36,1,0,Married,Undergraduate,0
Sunil Kapoor,51,461200,666,Salaried,0.17,72157,24,7,0,Single,Undergraduate,0
Preeti Nair,26,509344,761,Salaried,0.44,109316,48,0,0,Married,Graduate,0
Sunil Malhotra,65,404873,584,Government,0.32,62587,24,4,1,Single,Postgraduate,1
Karan Kapoor,29,1279089,702,Business,0.2,540275,72,3,1,Married,Postgraduate,0
Rahul Patil,39,404447,665,Business,0.45,43489,12,6,0,Married,Graduate,0
Sunil Mehta,22,387635,661,Business,0.27,189697,72,1,1,Single,Undergraduate,0
Suresh Mishra,28,200000,501,Salaried,0.34,95874,12,3,3,Single,Graduate,1
Sanjay Kapoor,21,523937,712,Salaried,0.29,160601,60,7,0,Married,Graduate,0
Aditya Saxena,40,618831,581,Salaried,0.4,155405,36,1,2,Married,Postgraduate,1
Aditya Patil,40,200000,702,Salaried,0.16,25990,12,4,0,Married,Undergraduate,0
Ankita Mishra,35,492332,592,Self-employed,0.54,140501,72,4,1,Single,Graduate,1
Anjali Mishra,52,710297,690,Business,0.28,178011,72,7,0,Married,Graduate,0
Harsh Choudhary,58,406499,800,Business,0.15,86878,48,2,0,Single,Graduate,0
Manoj Jadhav,36,200000,803,Salaried,0.23,30060,36,0,0,Married,Undergraduate,0
Swati Singh,31,394428,676,Salaried,0.53,80686,12,7,1,Married,Undergraduate,1
Kavita Patel,42,446998,559,Business,0.34,83926,36,5,3,Married,Graduate,1
Aditya Choudhary,40,337800,732,Salaried,0.46,153562,72,3,0,Married,Undergraduate,1
Vivek Reddy,21,654355,610,Salaried,0.24,237752,36,6,3,Single,Graduate,1
Neha Tripathi,34,824741,592,Salaried,0.26,92392,24,5,2,Married,Undergraduate,1
Tanvi Kulkarni,23,350506,648,Business,0.17,125956,72,0,1,Single,Postgraduate,1
Neha Nair,26,457670,585,Salaried,0.2,198682,72,0,3,Single,Postgraduate,1
Vikram Chavan,29,396641,648,Salaried,0.57,111523,72,7,1,Single,Postgraduate,1
Amit Choudhary,21,401178,623,Salaried,0.16,137549,48,6,3,Married,Graduate,1
Ajay Shinde,34,200000,691,Business,0.12,82786,72,4,0,Single,Postgraduate,0
Nitin Chavan,35,200000,624,Salaried,0.5,78841,24,1,2,Married,Graduate,1
Sakshi Dubey,29,499919,731,Salaried,0.28,145930,36,1,0,Single,Undergraduate,0
Tanvi Mishra,29,657094,649,Salaried,0.5,201564,36,3,2,Single,Postgraduate,1
Isha Verma,65,528639,748,Government,0.52,167740,24,3,0,Single,Postgraduate,1
Rajesh Kulkarni,29,311813,692,Self-employed,0.4,38975,72,0,0,Married,Postgraduate,0
Sunil Kulkarni,28,485424,767,Salaried,0.15,151989,60,0,0,Single,Graduate,0
Tanvi Kadam,43,1127542,696,Salaried,0.25,246085,48,0,1,Married,Postgraduate,0
Vivek Tripathi,41,279979,706,Salaried,0.49,96891,48,2,1,Single,Postgraduate,1
Arjun Iyer,42,568943,745,Self-employed,0.42,134595,24,0,0,Married,Graduate,0
Varun Yadav,36,657134,704,Business,0.26,75196,12,3,1,Single,Graduate,0
Shruti Mane,36,313810,647,Business,0.59,34341,60,1,3,Single,Graduate,1
Asha More,40,1231763,721,Government,0.15,448506,24,6,0,Single,Undergraduate,0
Shruti Menon,36,999297,670,Business,0.15,419894,36,5,1,Married,Undergraduate,0
Neha Malhotra,32,450673,742,Government,0.18,47942,12,7,0,Married,Undergraduate,0
Anjali Patil,41,653520,731,Business,0.44,293695,48,3,0,Married,Postgraduate,0
Sakshi Kulkarni,38,308815,595,Salaried,0.4,106659,72,4,2,Married,Undergraduate,1
Komal Dubey,51,813659,797,Salaried,0.3,170462,12,3,0,Single,Postgraduate,0
Nisha Gupta,21,308363,629,Government,0.54,72157,24,2,1,Married,Graduate,1
Karan Kadam,27,502043,752,Business,0.54,235522,12,1,0,Single,Undergraduate,1
Ankita Pandey,23,346139,599,Salaried,0.37,63061,72,1,2,Single,Postgraduate,1
Vivek Reddy,22,709342,738,Salaried,0.34,158492,48,6,0,Married,Postgraduate,0
Harsh Singh,30,677123,571,Salaried,0.59,238940,36,3,1,Married,Postgraduate,1
Ajay Sharma,28,422083,576,Salaried,0.31,192898,12,6,1,Married,Undergraduate,1
Rahul Chatterjee,44,892331,716,Business,0.47,282474,60,7,0,Married,Graduate,1
Manoj Kadam,28,575925,488,Business,0.38,193008,48,3,3,Married,Graduate,1
Tanvi Patel,53,518560,840,Business,0.39,227298,12,7,0,Married,Postgraduate,0
Sunil Mishra,26,553499,541,Government,0.35,240256,36,7,2,Married,Graduate,1
Kavita Pandey,26,308908,620,Salaried,0.4,60750,72,2,3,Single,Undergraduate,1
Nisha Iyer,30,421273,713,Business,0.56,188661,36,3,1,Married,Undergraduate,1
Rohit Pawar,38,236413,645,Government,0.57,95321,60,7,2,Married,Graduate,1
Ankit Chatterjee,38,204876,712,Salaried,0.12,58769,24,1,0,Married,Graduate,0
Rajesh Joshi,33,225981,775,Salaried,0.36,49244,48,6,0,Married,Undergraduate,0
Meena Malhotra,65,689763,657,Business,0.18,141845,12,7,0,Single,Postgraduate,0
Rohit Nair,27,333936,659,Business,0.54,74633,24,6,0,Married,Graduate,1
Pooja Nair,48,686121,639,Business,0.26,154026,24,7,3,Married,Undergraduate,1
Preeti Thakur,21,583067,585,Government,0.19,101399,72,5,2,Single,Graduate,1
Amit Joshi,43,1864070,794,Salaried,0.34,697197,60,3,0,Married,Postgraduate,0
Aditya Chatterjee,31,230446,558,Salaried,0.59,74083,48,2,3,Single,Postgraduate,1
Radhika Pawar,41,388569,747,Salaried,0.14,192328,36,0,0,Single,Postgraduate,0
Sanjay Saxena,36,271292,656,Salaried,0.12,67984,24,5,1,Single,Graduate,0
Radhika Kadam,48,332057,653,Self-employed,0.28,106736,36,7,0,Married,Undergraduate,0
Kavita Shinde,47,759033,676,Government,0.13,264416,60,1,1,Single,Postgraduate,0
Radhika Pawar,24,296596,483,Salaried,0.58,116420,60,4,3,Married,Postgraduate,1
Amit Sharma,34,250983,758,Self-employed,0.51,39035,36,6,0,Single,Graduate,1
